Paired_ID	Meta_ID	Sample_type	Sample_type_QC	Experimental_batch	Year	type_year
4164503474-1	X171	Maternal blood	Samples	1	15	Maternal blood_15
5108216491-1	X172	Maternal blood	Samples	2	15	Maternal blood_15
9470367077-1	X173	Maternal blood	Samples	1	15	Maternal blood_15
684663085-1	X174	Maternal blood	Samples	1	15	Maternal blood_15
4276485459-1	X175	Maternal blood	Samples	2	15	Maternal blood_15
3308233908-1	X176	Maternal blood	Samples	2	15	Maternal blood_15
4561369276-1	X177	Maternal blood	Samples	2	15	Maternal blood_15
4435496248-1	X178	Maternal blood	Samples	2	15	Maternal blood_15
2391926628-1	X179	Maternal blood	Samples	1	15	Maternal blood_15
2477145713-1	X18	Maternal blood	Samples	2	15	Maternal blood_15
6983974583-1	X180	Maternal blood	Samples	1	15	Maternal blood_15
3391035880-1	X181	Maternal blood	Samples	2	15	Maternal blood_15
2939546519-1	X182	Maternal blood	Samples	1	15	Maternal blood_15
6269716860-1	X183	Maternal blood	Samples	1	15	Maternal blood_15
5046751128-1	X184	Maternal blood	Samples	2	15	Maternal blood_15
3867246668-1	X185	Maternal blood	Samples	2	15	Maternal blood_15
6811108280-1	X186	Maternal blood	Samples	1	15	Maternal blood_15
2775820201-1	X187	Maternal blood	Samples	1	15	Maternal blood_15
4381259425-1	X188	Maternal blood	Samples	2	15	Maternal blood_15
9079419215-1	X189	Maternal blood	Samples	1	15	Maternal blood_15
4083759628-1	X19	Maternal blood	Samples	2	15	Maternal blood_15
3132280187-1	X190	Maternal blood	Samples	2	15	Maternal blood_15
805801991-1	X191	Maternal blood	Samples	1	15	Maternal blood_15
7585967945-1	X192	Maternal blood	Samples	1	15	Maternal blood_15
2183217016-1	X193	Maternal blood	Samples	1	15	Maternal blood_15
1284947754-1	X194	Maternal blood	Samples	2	15	Maternal blood_15
9320519426-1	X195	Maternal blood	Samples	1	15	Maternal blood_15
9593091266-1	X196	Maternal blood	Samples	1	15	Maternal blood_15
9547613817-1	X197	Maternal blood	Samples	1	15	Maternal blood_15
5342294781-1	X198	Maternal blood	Samples	2	15	Maternal blood_15
2891409761-1	X199	Maternal blood	Samples	2	15	Maternal blood_15
9531628247-1	X2	Maternal blood	Samples	2	15	Maternal blood_15
7862643137-1	X20	Maternal blood	Samples	2	15	Maternal blood_15
4998050949-1	X200	Maternal blood	Samples	2	15	Maternal blood_15
1586585460-1	X201	Maternal blood	Samples	2	15	Maternal blood_15
1225750037-1	X202	Maternal blood	Samples	1	15	Maternal blood_15
7524756471-1	X203	Maternal blood	Samples	1	15	Maternal blood_15
9470877228-1	X204	Maternal blood	Samples	1	15	Maternal blood_15
7685823500-1	X205	Maternal blood	Samples	2	15	Maternal blood_15
4900827344-1	X206	Maternal blood	Samples	1	15	Maternal blood_15
4358753494-1	X207	Maternal blood	Samples	2	15	Maternal blood_15
7670503639-1	X208	Maternal blood	Samples	1	15	Maternal blood_15
5855052231-1	X209	Maternal blood	Samples	1	15	Maternal blood_15
5467100532-1	X21	Maternal blood	Samples	2	15	Maternal blood_15
7676842784-1	X210	Maternal blood	Samples	1	15	Maternal blood_15
4144327526-1	X211	Maternal blood	Samples	1	15	Maternal blood_15
4335424105-1	X212	Maternal blood	Samples	1	15	Maternal blood_15
7196054918-2	X213	Maternal blood	Samples	1	16	Maternal blood_16
8694061627-1	X214	Maternal blood	Samples	2	16	Maternal blood_16
8541505936-1	X215	Maternal blood	Samples	1	16	Maternal blood_16
9709084923-1	X216	Maternal blood	Samples	2	16	Maternal blood_16
9518352066-1	X217	Maternal blood	Samples	1	16	Maternal blood_16
5250510105-1	X218	Maternal blood	Samples	2	16	Maternal blood_16
4132265422-1	X219	Maternal blood	Samples	1	16	Maternal blood_16
8035402664-1	X22	Maternal blood	Samples	1	15	Maternal blood_15
9203078313-1	X220	Maternal blood	Samples	1	16	Maternal blood_16
8442649002-1	X221	Maternal blood	Samples	1	16	Maternal blood_16
7114693753-1	X222	Maternal blood	Samples	1	16	Maternal blood_16
1201686827-1	X223	Maternal blood	Samples	1	16	Maternal blood_16
2143907943-1	X224	Maternal blood	Samples	1	16	Maternal blood_16
9061300530-1	X225	Maternal blood	Samples	1	16	Maternal blood_16
4410476081-1	X226	Maternal blood	Samples	1	16	Maternal blood_16
464731292-1	X227	Maternal blood	Samples	1	16	Maternal blood_16
6449830609-1	X228	Maternal blood	Samples	2	16	Maternal blood_16
8656399812-1	X229	Maternal blood	Samples	2	16	Maternal blood_16
2788648797-1	X23	Maternal blood	Samples	1	15	Maternal blood_15
8938687839-1	X230	Maternal blood	Samples	1	16	Maternal blood_16
4343373656-1	X231	Maternal blood	Samples	1	16	Maternal blood_16
9757791096-1	X232	Maternal blood	Samples	1	16	Maternal blood_16
9682866809-1	X233	Maternal blood	Samples	1	16	Maternal blood_16
7490970090-1	X234	Maternal blood	Samples	1	16	Maternal blood_16
6190594856-1	X235	Maternal blood	Samples	2	16	Maternal blood_16
8541436846-1	X236	Maternal blood	Samples	2	16	Maternal blood_16
385008892-1	X237	Maternal blood	Samples	2	16	Maternal blood_16
7860274681-1	X238	Maternal blood	Samples	1	16	Maternal blood_16
5732497040-1	X239	Maternal blood	Samples	1	16	Maternal blood_16
8735198932-1	X24	Maternal blood	Samples	2	15	Maternal blood_15
2254742613-2	X240	Maternal blood	Samples	2	16	Maternal blood_16
7655225073-1	X241	Maternal blood	Samples	1	16	Maternal blood_16
8458018181-1	X242	Maternal blood	Samples	2	16	Maternal blood_16
4416213666-1	X243	Maternal blood	Samples	1	16	Maternal blood_16
5901545945-1	X244	Maternal blood	Samples	1	16	Maternal blood_16
7966809136-1	X245	Maternal blood	Samples	1	16	Maternal blood_16
1479816246-2	X246	Maternal blood	Samples	1	16	Maternal blood_16
7876247296-1	X247	Maternal blood	Samples	2	15	Maternal blood_15
9727562968-1	X248	Maternal blood	Samples	1	15	Maternal blood_15
2437500447-1	X249	Maternal blood	Samples	1	15	Maternal blood_15
8317751287-1	X25	Maternal blood	Samples	1	15	Maternal blood_15
8458404507-1	X250	Maternal blood	Samples	1	15	Maternal blood_15
4612432650-1	X251	Maternal blood	Samples	2	15	Maternal blood_15
9562974241-1	X252	Maternal blood	Samples	2	15	Maternal blood_15
5468462237-1	X253	Maternal blood	Samples	1	15	Maternal blood_15
3477529936-1	X254	Maternal blood	Samples	1	15	Maternal blood_15
6328637449-1	X255	Maternal blood	Samples	2	15	Maternal blood_15
8829365833-1	X256	Maternal blood	Samples	2	15	Maternal blood_15
2311848831-1	X257	Maternal blood	Samples	2	15	Maternal blood_15
9444637126-1	X258	Maternal blood	Samples	2	15	Maternal blood_15
4047256607-1	X259	Maternal blood	Samples	1	15	Maternal blood_15
1622275687-1	X26	Maternal blood	Samples	1	15	Maternal blood_15
7779996328-1	X260	Maternal blood	Samples	1	15	Maternal blood_15
9016681224-1	X261	Maternal blood	Samples	2	15	Maternal blood_15
2601001436-1	X262	Maternal blood	Samples	1	15	Maternal blood_15
8037037997-1	X263	Maternal blood	Samples	2	15	Maternal blood_15
4027732691-1	X264	Maternal blood	Samples	2	15	Maternal blood_15
3434027295-1	X265	Maternal blood	Samples	2	15	Maternal blood_15
8623526901-1	X266	Maternal blood	Samples	1	15	Maternal blood_15
2320340383-1	X267	Maternal blood	Samples	1	15	Maternal blood_15
7106787519-1	X268	Maternal blood	Samples	2	15	Maternal blood_15
8657553064-1	X269	Maternal blood	Samples	2	15	Maternal blood_15
4749802083-1	X27	Maternal blood	Samples	2	15	Maternal blood_15
4405439754-1	X270	Maternal blood	Samples	1	15	Maternal blood_15
9708535573-1	X271	Maternal blood	Samples	2	15	Maternal blood_15
1677875934-1	X272	Maternal blood	Samples	2	15	Maternal blood_15
7693258709-1	X273	Maternal blood	Samples	1	16	Maternal blood_16
5705671550-1	X274	Maternal blood	Samples	1	15	Maternal blood_15
4337662032-1	X275	Maternal blood	Samples	2	15	Maternal blood_15
1216706941-1	X276	Maternal blood	Samples	1	15	Maternal blood_15
3865694084-1	X277	Maternal blood	Samples	1	16	Maternal blood_16
4273428360-1	X278	Maternal blood	Samples	1	15	Maternal blood_15
8210896057-1	X279	Maternal blood	Samples	1	16	Maternal blood_16
4714709392-1	X28	Maternal blood	Samples	1	15	Maternal blood_15
4239527003-1	X280	Maternal blood	Samples	1	16	Maternal blood_16
7828355332-1	X281	Maternal blood	Samples	2	15	Maternal blood_15
9047965788-1	X282	Maternal blood	Samples	2	16	Maternal blood_16
7462022741-1	X283	Maternal blood	Samples	2	15	Maternal blood_15
2317490066-1	X284	Maternal blood	Samples	2	16	Maternal blood_16
4312197069-1	X285	Maternal blood	Samples	2	15	Maternal blood_15
7634811716-1	X286	Maternal blood	Samples	1	16	Maternal blood_16
7512377047-1	X287	Maternal blood	Samples	1	16	Maternal blood_16
8960107587-1	X288	Maternal blood	Samples	2	15	Maternal blood_15
4761226207-1	X289	Maternal blood	Samples	1	16	Maternal blood_16
5442029785-1	X29	Maternal blood	Samples	2	15	Maternal blood_15
2201599335-1	X290	Maternal blood	Samples	2	16	Maternal blood_16
9428003770-1	X291	Maternal blood	Samples	2	15	Maternal blood_15
8133937766-1	X292	Maternal blood	Samples	1	16	Maternal blood_16
6502698285-1	X294	Maternal blood	Samples	2	15	Maternal blood_15
4648530862-1	X296	Maternal blood	Samples	2	15	Maternal blood_15
5674698602-1	X297	Maternal blood	Samples	1	15	Maternal blood_15
2277594559-1	X298	Maternal blood	Samples	1	16	Maternal blood_16
2810532312-1	X299	Maternal blood	Samples	1	16	Maternal blood_16
921930773-1	X3	Maternal blood	Samples	2	15	Maternal blood_15
3313499150-1	X30	Maternal blood	Samples	1	15	Maternal blood_15
7461756489-1	X300	Maternal blood	Samples	2	15	Maternal blood_15
1996007399-1	X302	Maternal blood	Samples	2	15	Maternal blood_15
9365309667-1	X307	Maternal blood	Samples	2	16	Maternal blood_16
8961878879-1	X308	Maternal blood	Samples	1	15	Maternal blood_15
623996909-1	X31	Maternal blood	Samples	2	15	Maternal blood_15
3769347147-1	X310	Maternal blood	Samples	1	16	Maternal blood_16
3448772418-1	X311	Maternal blood	Samples	1	16	Maternal blood_16
1320505603-1	X314	Maternal blood	Samples	1	16	Maternal blood_16
3961583019-1	X317	Maternal blood	Samples	1	16	Maternal blood_16
7203744606-1	X318	Maternal blood	Samples	2	16	Maternal blood_16
6216936361-1	X319	Maternal blood	Samples	2	16	Maternal blood_16
6112841566-1	X32	Maternal blood	Samples	1	15	Maternal blood_15
1351295565-1	X320	Maternal blood	Samples	1	13	Maternal blood_13
7948915440-1	X321	Maternal blood	Samples	2	13	Maternal blood_13
5520341836-1	X322	Maternal blood	Samples	2	13	Maternal blood_13
6201009161-1	X323	Maternal blood	Samples	2	13	Maternal blood_13
527414735-1	X324	Maternal blood	Samples	2	13	Maternal blood_13
1262476761-1	X325	Maternal blood	Samples	2	13	Maternal blood_13
5538181115-1	X326	Maternal blood	Samples	2	13	Maternal blood_13
8515938137-1	X327	Maternal blood	Samples	1	13	Maternal blood_13
1113576349-1	X328	Maternal blood	Samples	2	13	Maternal blood_13
5396104136-1	X329	Maternal blood	Samples	2	13	Maternal blood_13
6837018195-1	X33	Maternal blood	Samples	1	15	Maternal blood_15
3547782564-1	X330	Maternal blood	Samples	1	13	Maternal blood_13
118129109-1	X331	Maternal blood	Samples	1	13	Maternal blood_13
4405364070-1	X332	Maternal blood	Samples	2	13	Maternal blood_13
1257114355-1	X333	Maternal blood	Samples	2	13	Maternal blood_13
4460233438-1	X334	Maternal blood	Samples	2	13	Maternal blood_13
418211817-1	X335	Maternal blood	Samples	2	14	Maternal blood_14
2982886798-1	X336	Maternal blood	Samples	1	14	Maternal blood_14
9119998160-1	X337	Maternal blood	Samples	2	14	Maternal blood_14
3337075581-1	X338	Maternal blood	Samples	1	14	Maternal blood_14
1829996035-1	X339	Maternal blood	Samples	2	14	Maternal blood_14
8266618791-1	X34	Maternal blood	Samples	1	15	Maternal blood_15
1789908680-1	X340	Maternal blood	Samples	1	14	Maternal blood_14
3995599776-1	X341	Maternal blood	Samples	1	14	Maternal blood_14
2969050883-1	X342	Maternal blood	Samples	2	14	Maternal blood_14
9695601858-1	X343	Maternal blood	Samples	1	14	Maternal blood_14
5395362738-1	X344	Maternal blood	Samples	1	14	Maternal blood_14
7980856219-1	X345	Maternal blood	Samples	1	14	Maternal blood_14
166175682-1	X346	Maternal blood	Samples	2	14	Maternal blood_14
8051544371-1	X347	Maternal blood	Samples	1	14	Maternal blood_14
3788785931-1	X348	Maternal blood	Samples	1	14	Maternal blood_14
8460582615-1	X349	Maternal blood	Samples	2	14	Maternal blood_14
483254855-1	X35	Maternal blood	Samples	2	15	Maternal blood_15
2758677048-1	X350	Maternal blood	Samples	1	14	Maternal blood_14
3163786448-1	X351	Maternal blood	Samples	1	14	Maternal blood_14
3675168251-1	X352	Maternal blood	Samples	1	14	Maternal blood_14
13207364-1	X353	Maternal blood	Samples	2	14	Maternal blood_14
6032432958-1	X354	Maternal blood	Samples	2	14	Maternal blood_14
2140014675-1	X355	Maternal blood	Samples	2	14	Maternal blood_14
1808611574-1	X356	Maternal blood	Samples	2	14	Maternal blood_14
1716736839-1	X357	Maternal blood	Samples	2	14	Maternal blood_14
9773405990-1	X358	Maternal blood	Samples	1	14	Maternal blood_14
6945588862-1	X359	Maternal blood	Samples	1	14	Maternal blood_14
30299718-1	X36	Maternal blood	Samples	2	15	Maternal blood_15
6489238257-1	X360	Maternal blood	Samples	1	14	Maternal blood_14
4441488908-1	X361	Maternal blood	Samples	2	14	Maternal blood_14
1075674165-1	X362	Maternal blood	Samples	1	14	Maternal blood_14
592414504-1	X363	Maternal blood	Samples	1	14	Maternal blood_14
3979779977-1	X364	Maternal blood	Samples	2	14	Maternal blood_14
7189581951-1	X365	Maternal blood	Samples	1	14	Maternal blood_14
4975645400-1	X366	Maternal blood	Samples	2	14	Maternal blood_14
500287162-1	X367	Maternal blood	Samples	2	14	Maternal blood_14
5880514115-1	X368	Maternal blood	Samples	1	14	Maternal blood_14
4335829012-1	X369	Maternal blood	Samples	1	14	Maternal blood_14
3611818907-1	X37	Maternal blood	Samples	1	15	Maternal blood_15
6976556157-1	X370	Maternal blood	Samples	2	14	Maternal blood_14
6818188259-1	X371	Maternal blood	Samples	2	14	Maternal blood_14
5355964473-1	X372	Maternal blood	Samples	2	14	Maternal blood_14
2847366003-1	X373	Maternal blood	Samples	2	14	Maternal blood_14
4671195468-1	X374	Maternal blood	Samples	2	14	Maternal blood_14
1985668806-1	X375	Maternal blood	Samples	1	14	Maternal blood_14
3390047365-1	X376	Maternal blood	Samples	1	14	Maternal blood_14
5231291989-1	X377	Maternal blood	Samples	2	14	Maternal blood_14
4449355287-1	X378	Maternal blood	Samples	2	14	Maternal blood_14
7987840579-1	X379	Maternal blood	Samples	1	14	Maternal blood_14
5189954347-1	X38	Maternal blood	Samples	1	15	Maternal blood_15
4479407521-1	X380	Maternal blood	Samples	2	14	Maternal blood_14
2399533974-1	X381	Maternal blood	Samples	1	14	Maternal blood_14
7567210932-1	X382	Maternal blood	Samples	2	14	Maternal blood_14
3934828836-1	X383	Maternal blood	Samples	1	14	Maternal blood_14
8761739055-1	X384	Maternal blood	Samples	2	14	Maternal blood_14
4337309056-1	X385	Maternal blood	Samples	1	14	Maternal blood_14
4603381373-1	X386	Maternal blood	Samples	2	14	Maternal blood_14
6317445764-1	X387	Maternal blood	Samples	1	14	Maternal blood_14
9850665656-1	X388	Maternal blood	Samples	2	14	Maternal blood_14
3791702079-1	X389	Maternal blood	Samples	2	14	Maternal blood_14
5253156076-1	X39	Maternal blood	Samples	2	15	Maternal blood_15
8642869479-1	X390	Maternal blood	Samples	2	14	Maternal blood_14
2424828169-1	X391	Maternal blood	Samples	2	14	Maternal blood_14
621075704-1	X392	Maternal blood	Samples	1	14	Maternal blood_14
5033379390-1	X393	Maternal blood	Samples	1	14	Maternal blood_14
8090061632-1	X394	Maternal blood	Samples	2	14	Maternal blood_14
33765826-1	X395	Maternal blood	Samples	1	14	Maternal blood_14
2847767142-1	X396	Maternal blood	Samples	1	14	Maternal blood_14
8302143913-1	X397	Maternal blood	Samples	2	14	Maternal blood_14
4192022450-1	X398	Maternal blood	Samples	1	14	Maternal blood_14
8631479394-1	X399	Maternal blood	Samples	2	14	Maternal blood_14
7493528056-1	X4	Maternal blood	Samples	2	15	Maternal blood_15
6349666931-1	X40	Maternal blood	Samples	1	15	Maternal blood_15
9708128608-1	X400	Maternal blood	Samples	2	14	Maternal blood_14
2556940462-1	X401	Maternal blood	Samples	2	14	Maternal blood_14
3128541807-1	X402	Maternal blood	Samples	1	14	Maternal blood_14
4640628571-1	X403	Maternal blood	Samples	2	14	Maternal blood_14
6871706404-1	X404	Maternal blood	Samples	1	14	Maternal blood_14
741202552-1	X405	Maternal blood	Samples	2	14	Maternal blood_14
9313267757-1	X406	Maternal blood	Samples	2	14	Maternal blood_14
455176187-1	X407	Maternal blood	Samples	1	14	Maternal blood_14
7346785803-1	X408	Maternal blood	Samples	1	14	Maternal blood_14
394852436-1	X409	Maternal blood	Samples	1	14	Maternal blood_14
4693394575-1	X41	Maternal blood	Samples	2	15	Maternal blood_15
7699483096-1	X410	Maternal blood	Samples	2	14	Maternal blood_14
1948312293-1	X411	Maternal blood	Samples	1	14	Maternal blood_14
9801103901-1	X412	Maternal blood	Samples	1	14	Maternal blood_14
2166129035-1	X413	Maternal blood	Samples	1	14	Maternal blood_14
5257472738-1	X414	Maternal blood	Samples	1	14	Maternal blood_14
2234131774-1	X415	Maternal blood	Samples	2	14	Maternal blood_14
2635523971-1	X416	Maternal blood	Samples	1	14	Maternal blood_14
9052354935-1	X417	Maternal blood	Samples	2	14	Maternal blood_14
4394357709-1	X418	Maternal blood	Samples	1	14	Maternal blood_14
2227024176-1	X419	Maternal blood	Samples	2	14	Maternal blood_14
991860479-1	X42	Maternal blood	Samples	2	15	Maternal blood_15
5085949425-1	X420	Maternal blood	Samples	2	14	Maternal blood_14
4866625529-1	X421	Maternal blood	Samples	2	14	Maternal blood_14
3948914047-1	X422	Maternal blood	Samples	1	14	Maternal blood_14
6482157086-1	X423	Maternal blood	Samples	1	14	Maternal blood_14
4715744748-1	X424	Maternal blood	Samples	1	14	Maternal blood_14
9158119582-1	X425	Maternal blood	Samples	1	14	Maternal blood_14
969623919-1	X426	Maternal blood	Samples	1	14	Maternal blood_14
5182853106-1	X427	Maternal blood	Samples	1	14	Maternal blood_14
4725316350-1	X428	Maternal blood	Samples	1	14	Maternal blood_14
8870219345-1	X429	Maternal blood	Samples	1	14	Maternal blood_14
6937452665-1	X43	Maternal blood	Samples	1	15	Maternal blood_15
4598070939-1	X430	Maternal blood	Samples	1	14	Maternal blood_14
6373406893-1	X431	Maternal blood	Samples	2	14	Maternal blood_14
1475143032-1	X432	Maternal blood	Samples	2	14	Maternal blood_14
6904991332-1	X433	Maternal blood	Samples	2	14	Maternal blood_14
7251256800-1	X434	Maternal blood	Samples	2	14	Maternal blood_14
4223700530-1	X435	Maternal blood	Samples	2	14	Maternal blood_14
1004904974-2	X436	Maternal blood	Samples	1	14	Maternal blood_14
5787708878-1	X437	Maternal blood	Samples	1	14	Maternal blood_14
950477184-1	X438	Maternal blood	Samples	2	14	Maternal blood_14
4859718915-1	X439	Maternal blood	Samples	1	14	Maternal blood_14
2582335934-1	X44	Maternal blood	Samples	1	15	Maternal blood_15
209704032-1	X440	Maternal blood	Samples	2	14	Maternal blood_14
7392959234-1	X441	Maternal blood	Samples	2	14	Maternal blood_14
571105205-1	X442	Maternal blood	Samples	1	14	Maternal blood_14
3751588437-1	X443	Maternal blood	Samples	1	14	Maternal blood_14
9645178820-1	X444	Maternal blood	Samples	2	14	Maternal blood_14
4560042035-1	X445	Maternal blood	Samples	1	14	Maternal blood_14
3421286602-1	X446	Maternal blood	Samples	1	14	Maternal blood_14
8649128693-1	X447	Maternal blood	Samples	2	14	Maternal blood_14
7650492055-1	X448	Maternal blood	Samples	1	14	Maternal blood_14
8656527101-1	X449	Maternal blood	Samples	2	14	Maternal blood_14
1585557126-1	X45	Maternal blood	Samples	2	15	Maternal blood_15
9757884316-1	X450	Maternal blood	Samples	2	14	Maternal blood_14
109893227-1	X451	Maternal blood	Samples	2	14	Maternal blood_14
514596854-1	X452	Maternal blood	Samples	2	14	Maternal blood_14
3372804193-1	X453	Maternal blood	Samples	2	14	Maternal blood_14
5121423045-1	X454	Maternal blood	Samples	1	14	Maternal blood_14
9839476905-1	X455	Maternal blood	Samples	2	14	Maternal blood_14
3697489250-1	X456	Maternal blood	Samples	1	14	Maternal blood_14
2832728499-1	X457	Maternal blood	Samples	2	14	Maternal blood_14
252747298-1	X458	Maternal blood	Samples	1	14	Maternal blood_14
3022899191-1	X459	Maternal blood	Samples	1	14	Maternal blood_14
3104792117-1	X46	Maternal blood	Samples	2	15	Maternal blood_15
7433874461-1	X460	Maternal blood	Samples	2	14	Maternal blood_14
3701061575-1	X461	Maternal blood	Samples	1	14	Maternal blood_14
5673767782-1	X462	Maternal blood	Samples	1	14	Maternal blood_14
9921933-1	X463	Maternal blood	Samples	1	14	Maternal blood_14
1142124105-1	X464	Maternal blood	Samples	2	14	Maternal blood_14
2830601545-1	X465	Maternal blood	Samples	1	14	Maternal blood_14
6717953726-1	X466	Maternal blood	Samples	1	14	Maternal blood_14
7061602001-1	X467	Maternal blood	Samples	2	14	Maternal blood_14
29186313-1	X468	Maternal blood	Samples	2	14	Maternal blood_14
4843705415-1	X469	Maternal blood	Samples	1	14	Maternal blood_14
1168450476-1	X47	Maternal blood	Samples	1	15	Maternal blood_15
7830561007-1	X470	Maternal blood	Samples	2	14	Maternal blood_14
8832399011-1	X471	Maternal blood	Samples	1	14	Maternal blood_14
7473449403-1	X472	Maternal blood	Samples	2	14	Maternal blood_14
8329896255-1	X473	Maternal blood	Samples	2	14	Maternal blood_14
6568183012-1	X474	Maternal blood	Samples	2	14	Maternal blood_14
1574663171-1	X475	Maternal blood	Samples	2	14	Maternal blood_14
5004315197-1	X476	Maternal blood	Samples	2	14	Maternal blood_14
1231077886-1	X477	Maternal blood	Samples	1	14	Maternal blood_14
4314194644-1	X478	Maternal blood	Samples	2	14	Maternal blood_14
660270820-1	X479	Maternal blood	Samples	2	14	Maternal blood_14
3065985391-1	X48	Maternal blood	Samples	1	15	Maternal blood_15
5877160120-1	X480	Maternal blood	Samples	1	14	Maternal blood_14
1949249204-1	X481	Maternal blood	Samples	2	14	Maternal blood_14
4257954691-1	X482	Maternal blood	Samples	2	14	Maternal blood_14
3897926562-1	X483	Maternal blood	Samples	2	14	Maternal blood_14
3280765718-2	X484	Maternal blood	Samples	1	14	Maternal blood_14
8652269811-1	X485	Maternal blood	Samples	1	14	Maternal blood_14
3941380634-1	X486	Maternal blood	Samples	1	14	Maternal blood_14
5151989816-1	X487	Maternal blood	Samples	2	14	Maternal blood_14
9242925466-1	X488	Maternal blood	Samples	1	14	Maternal blood_14
8734087310-1	X489	Maternal blood	Samples	2	14	Maternal blood_14
4804914153-1	X49	Maternal blood	Samples	1	15	Maternal blood_15
8043676343-1	X490	Maternal blood	Samples	2	15	Maternal blood_15
7144400117-1	X491	Maternal blood	Samples	2	14	Maternal blood_14
8265269439-1	X492	Maternal blood	Samples	2	14	Maternal blood_14
8066112747-1	X493	Maternal blood	Samples	1	14	Maternal blood_14
1028728704-1	X494	Maternal blood	Samples	2	14	Maternal blood_14
5769004074-1	X495	Maternal blood	Samples	1	14	Maternal blood_14
2441677559-1	X496	Maternal blood	Samples	2	14	Maternal blood_14
7163504151-1	X497	Maternal blood	Samples	2	14	Maternal blood_14
8459657732-1	X498	Maternal blood	Samples	1	14	Maternal blood_14
7757969614-1	X499	Maternal blood	Samples	1	14	Maternal blood_14
5108790171-1	X5	Maternal blood	Samples	1	15	Maternal blood_15
4490039020-1	X50	Maternal blood	Samples	1	15	Maternal blood_15
1717477735-1	X500	Maternal blood	Samples	2	14	Maternal blood_14
7449336195-1	X501	Maternal blood	Samples	1	14	Maternal blood_14
370357996-1	X502	Maternal blood	Samples	2	15	Maternal blood_15
490745404-1	X503	Maternal blood	Samples	2	14	Maternal blood_14
4564262393-1	X504	Maternal blood	Samples	2	14	Maternal blood_14
1190552963-1	X505	Maternal blood	Samples	1	15	Maternal blood_15
7805859738-1	X506	Maternal blood	Samples	2	15	Maternal blood_15
9427117784-1	X507	Maternal blood	Samples	2	15	Maternal blood_15
629512197-1	X508	Maternal blood	Samples	1	14	Maternal blood_14
7644610017-1	X509	Maternal blood	Samples	2	15	Maternal blood_15
6174572606-1	X51	Maternal blood	Samples	2	15	Maternal blood_15
9243727074-1	X510	Maternal blood	Samples	1	15	Maternal blood_15
7613158332-1	X511	Maternal blood	Samples	1	15	Maternal blood_15
1722709379-1	X512	Maternal blood	Samples	1	15	Maternal blood_15
6717422891-1	X513	Maternal blood	Samples	2	15	Maternal blood_15
4176494550-1	X514	Maternal blood	Samples	2	15	Maternal blood_15
9986181501-1	X515	Maternal blood	Samples	1	15	Maternal blood_15
1351295565-1	X516	Cord blood	Samples	1	13	Cord blood_13
7948915440-1	X517	Cord blood	Samples	1	13	Cord blood_13
6201009161-1	X518	Cord blood	Samples	2	14	Cord blood_14
5520341836-1	X519	Cord blood	Samples	1	14	Cord blood_14
9761923844-1	X52	Maternal blood	Samples	2	15	Maternal blood_15
527414735-1	X520	Cord blood	Samples	1	14	Cord blood_14
5538181115-1	X521	Cord blood	Samples	1	14	Cord blood_14
1262476761-1	X522	Cord blood	Samples	2	14	Cord blood_14
8515938137-1	X523	Cord blood	Samples	2	14	Cord blood_14
5396104136-1	X524	Cord blood	Samples	2	14	Cord blood_14
1113576349-1	X525	Cord blood	Samples	1	14	Cord blood_14
118129109-1	X526	Cord blood	Samples	1	14	Cord blood_14
3547782564-1	X527	Cord blood	Samples	2	14	Cord blood_14
1257114355-1	X528	Cord blood	Samples	1	14	Cord blood_14
4405364070-1	X529	Cord blood	Samples	1	14	Cord blood_14
1939703925-1	X53	Maternal blood	Samples	1	15	Maternal blood_15
4460233438-1	X530	Cord blood	Samples	1	14	Cord blood_14
418211817-1	X531	Cord blood	Samples	1	14	Cord blood_14
2982886798-1	X532	Cord blood	Samples	2	14	Cord blood_14
9119998160-1	X533	Cord blood	Samples	1	14	Cord blood_14
3337075581-1	X534	Cord blood	Samples	1	14	Cord blood_14
1829996035-1	X535	Cord blood	Samples	2	14	Cord blood_14
1789908680-1	X536	Cord blood	Samples	1	14	Cord blood_14
9695601858-1	X537	Cord blood	Samples	2	14	Cord blood_14
2969050883-1	X538	Cord blood	Samples	2	14	Cord blood_14
3995599776-1	X539	Cord blood	Samples	1	14	Cord blood_14
8780232718-1	X54	Maternal blood	Samples	2	15	Maternal blood_15
5395362738-1	X540	Cord blood	Samples	2	14	Cord blood_14
7980856219-1	X541	Cord blood	Samples	1	14	Cord blood_14
166175682-1	X542	Cord blood	Samples	1	14	Cord blood_14
3788785931-1	X543	Cord blood	Samples	2	14	Cord blood_14
8051544371-1	X544	Cord blood	Samples	2	14	Cord blood_14
8460582615-1	X545	Cord blood	Samples	1	14	Cord blood_14
2758677048-1	X546	Cord blood	Samples	2	14	Cord blood_14
3163786448-1	X547	Cord blood	Samples	1	14	Cord blood_14
13207364-1	X548	Cord blood	Samples	2	15	Cord blood_15
6032432958-1	X549	Cord blood	Samples	1	15	Cord blood_15
8891527698-1	X55	Maternal blood	Samples	2	15	Maternal blood_15
1716736839-1	X550	Cord blood	Samples	2	15	Cord blood_15
6945588862-1	X551	Cord blood	Samples	2	15	Cord blood_15
4671195468-1	X552	Cord blood	Samples	2	15	Cord blood_15
2140014675-1	X553	Cord blood	Samples	2	15	Cord blood_15
